pair_gender,pair_race,FA_gender,LA_gender,FA_race,LA_race,JIF,year,num_citations,log_num_citations,citation_rate,log_citation_rate,WC,num_cited_refs,WC_1st,Country,global_north,article_id
WM,NN,W,M,N,N,2,2016,4,1.3862943611198906,0.5,-0.6931471805599453,"Mathematics, Applied",22,"Mathematics, Applied",portugal,1,14039
WM,NN,W,M,N,N,3,2016,6,1.791759469228055,0.75,-0.2876820724517809,Genetics & Heredity,61,Genetics & Heredity,spain,1,53882
WW,WW,W,W,W,W,7,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Parasitology,47,Parasitology,united kingdom (great britain),1,47933
MW,NW,M,W,N,W,19,2016,4,1.3862943611198906,0.5,-0.6931471805599453,"Medicine, General & Internal",55,"Medicine, General & Internal",usa,1,694
WM,NW,W,M,N,W,4,2016,6,1.791759469228055,0.75,-0.2876820724517809,Virology,12,Virology,brazil,0,24912
MM,WW,M,M,W,W,2,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Biology; Mathematical & Computational Biology,48,Biology,portugal,1,2146
MM,NN,M,M,N,N,2,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Biology; Mathematical & Computational Biology,23,Biology,usa,1,7918
WW,WW,W,W,W,W,69,2016,10,2.302585092994046,1.25,0.22314355131420976,Microbiology,105,Microbiology,usa,1,688
MM,WW,M,M,W,W,45,2016,6,1.791759469228055,0.75,-0.2876820724517809,Biochemistry & Molecular Biology; Cell Biology,83,Biochemistry & Molecular Biology,usa,1,25058
MM,WW,M,M,W,W,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Physics, Multidisciplinary",29,"Physics, Multidisciplinary",usa,1,42938
MM,WW,M,M,W,W,3,2016,3,1.0986122886681098,0.375,-0.9808292530117262,Biology; Ecology; Evolutionary Biology,52,Biology,united kingdom (great britain),1,8728
MW,NN,M,W,N,N,7,2016,11,2.3978952727983707,1.375,0.3184537311185346,Immunology; Infectious Diseases,14,Immunology,brazil,0,24113
WM,WW,W,M,W,W,3,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Infectious Diseases; Parasitology; Tropical Medicine,65,Infectious Diseases,united kingdom (great britain),1,25053
MM,WW,M,M,W,W,3,2016,10,2.302585092994046,1.25,0.22314355131420976,Infectious Diseases; Parasitology; Tropical Medicine,52,Infectious Diseases,usa,1,24086
WW,WN,W,W,W,N,25,2016,10,2.302585092994046,1.25,0.22314355131420976,"Public, Environmental & Occupational Health",20,"Public, Environmental & Occupational Health",usa,1,24828
WM,WW,W,M,W,W,96,2016,79,4.3694478524670215,9.875,2.2900063107871858,"Medicine, General & Internal",30,"Medicine, General & Internal",usa,1,24200
WW,WN,W,W,W,N,58,2016,16,2.772588722239781,2,0.6931471805599453,"Biochemistry & Molecular Biology; Cell Biology; Medicine, Research & Experimental",19,Biochemistry & Molecular Biology,usa,1,24356
MW,WW,M,W,W,W,2,2016,2,0.6931471805599453,0.25,-1.3862943611198906,"Automation & Control Systems; Operations Research & Management Science; Mathematics, Applied",28,Automation & Control Systems,egypt,0,43646
MM,NN,M,M,N,N,2,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,"Mathematics, Applied",13,"Mathematics, Applied",vietnam,0,86795
MW,NN,M,W,N,N,1,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Parasitology; Tropical Medicine,56,Parasitology,brazil,0,24298
MM,WW,M,M,W,W,3,2016,10,2.302585092994046,1.25,0.22314355131420976,Biochemical Research Methods; Mathematical & Computational Biology,44,Biochemical Research Methods,united kingdom (great britain),1,23941
WM,WW,W,M,W,W,44,2016,12,2.4849066497880004,1.5,0.4054651081081644,Multidisciplinary Sciences,24,Multidisciplinary Sciences,usa,1,24361
WW,WW,W,W,W,W,5,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Immunology; Infectious Diseases; Microbiology,14,Immunology,usa,1,24714
MM,WW,M,M,W,W,23,2016,16,2.772588722239781,2,0.6931471805599453,"Physics, Multidisciplinary",195,"Physics, Multidisciplinary",usa,1,17461
MM,NW,M,M,N,W,4,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Infectious Diseases,12,Infectious Diseases,colombia,0,25466
WW,NN,W,W,N,N,2,2017,7,1.9459101490553132,1,0,Mathematics,12,Mathematics,taiwan,0,14026
WM,WN,W,M,W,N,3,2016,13,2.5649493574615367,1.625,0.4855078157817008,Multidisciplinary Sciences,28,Multidisciplinary Sciences,france,1,17816
MM,WW,M,M,W,W,1,2016,4,1.3862943611198906,0.5,-0.6931471805599453,"Mathematics, Applied",25,"Mathematics, Applied",usa,1,78774
MM,WW,M,M,W,W,9,2016,7,1.9459101490553132,0.875,-0.13353139262452263,Multidisciplinary Sciences,26,Multidisciplinary Sciences,usa,1,36269
WM,WW,W,M,W,W,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Physics, Multidisciplinary",27,"Physics, Multidisciplinary",iran,0,1324
MM,WW,M,M,W,W,2,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,"Physics, Multidisciplinary",61,"Physics, Multidisciplinary",brazil,0,1325
MM,WW,M,M,W,W,45,2016,8,2.0794415416798357,1,0,Biochemistry & Molecular Biology; Cell Biology,44,Biochemistry & Molecular Biology,united kingdom (great britain),1,24810
MM,WW,M,M,W,W,45,2016,6,1.791759469228055,0.75,-0.2876820724517809,Biochemistry & Molecular Biology; Cell Biology,79,Biochemistry & Molecular Biology,usa,1,36851
MW,WW,M,W,W,W,20,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Microbiology; Parasitology; Virology,17,Microbiology,usa,1,25501
MM,NW,M,M,N,W,19,2016,13,2.5649493574615367,1.625,0.4855078157817008,Cell & Tissue Engineering; Cell Biology,38,Cell & Tissue Engineering,usa,1,25054
MM,NN,M,M,N,N,19,2016,6,1.791759469228055,0.75,-0.2876820724517809,Cell & Tissue Engineering; Cell Biology,45,Cell & Tissue Engineering,usa,1,682
MM,WW,M,M,W,W,19,2016,8,2.0794415416798357,1,0,Cell & Tissue Engineering; Cell Biology,24,Cell & Tissue Engineering,usa,1,24228
MM,NN,M,M,N,N,1,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Mathematics, Applied; Mathematics",19,"Mathematics, Applied",canada,1,9907
WM,WW,W,M,W,W,9,2016,12,2.4849066497880004,1.5,0.4054651081081644,Multidisciplinary Sciences,32,Multidisciplinary Sciences,usa,1,24772
MM,WW,M,M,W,W,3,2016,2,0.6931471805599453,0.25,-1.3862943611198906,Multidisciplinary Sciences,40,Multidisciplinary Sciences,usa,1,2733
MM,NW,M,M,N,W,9,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Multidisciplinary Sciences,91,Multidisciplinary Sciences,usa,1,2137
MM,NN,M,M,N,N,9,2016,6,1.791759469228055,0.75,-0.2876820724517809,Multidisciplinary Sciences,52,Multidisciplinary Sciences,peoples r china,0,19215
MM,WN,M,M,W,N,5,2016,13,2.5649493574615367,1.625,0.4855078157817008,Microbiology,27,Microbiology,norway,1,660
MW,WN,M,W,W,N,3,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Infectious Diseases,31,Infectious Diseases,canada,1,659
WW,NN,W,W,N,N,25,2016,10,2.302585092994046,1.25,0.22314355131420976,"Public, Environmental & Occupational Health",10,"Public, Environmental & Occupational Health",colombia,0,25099
WM,WW,W,M,W,W,7,2017,12,2.4849066497880004,1.7142857142857142,0.5389965007326869,Immunology; Infectious Diseases,15,Immunology,usa,1,25247
WW,WN,W,W,W,N,4,2016,8,2.0794415416798357,1,0,Biodiversity Conservation; Ecology; Environmental Sciences,135,Biodiversity Conservation,usa,1,5185
WW,WW,W,W,W,W,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Pathology,114,Pathology,usa,1,50718
WW,WW,W,W,W,W,4,2016,12,2.4849066497880004,1.5,0.4054651081081644,Immunology,50,Immunology,usa,1,24549
WW,WW,W,W,W,W,63,2017,35,3.5553480614894135,5,1.6094379124341005,"Medicine, General & Internal",39,"Medicine, General & Internal",usa,1,665
MM,WW,M,M,W,W,3,2016,21,3.044522437723423,2.625,0.965080896043587,Multidisciplinary Sciences,208,Multidisciplinary Sciences,belgium,1,2142
WM,NW,W,M,N,W,10,2016,15,2.70805020110221,1.875,0.6286086594223741,"Medicine, General & Internal",47,"Medicine, General & Internal",switzerland,1,4072
MM,WW,M,M,W,W,6,2016,7,1.9459101490553132,0.875,-0.13353139262452263,Biology,240,Biology,usa,1,4347
WW,WN,W,W,W,N,12,2016,20,2.995732273553991,2.5,0.9162907318741552,"Radiology, Nuclear Medicine & Medical Imaging",32,"Radiology, Nuclear Medicine & Medical Imaging",brazil,0,24864
WM,NN,W,M,N,N,2,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Physics, Fluids & Plasmas; Physics, Mathematical",56,"Physics, Fluids & Plasmas",peoples r china,0,12664
WW,WW,W,W,W,W,11,2017,27,3.295836866004329,3.857142857142857,1.349926716949016,Biology,143,Biology,usa,1,2136
WM,WW,W,M,W,W,3,2016,10,2.302585092994046,1.25,0.22314355131420976,Biochemical Research Methods; Mathematical & Computational Biology,35,Biochemical Research Methods,netherlands,1,1576
MM,WW,M,M,W,W,3,2016,8,2.0794415416798357,1,0,Infectious Diseases; Parasitology; Tropical Medicine,92,Infectious Diseases,usa,1,24360
MM,WW,M,M,W,W,3,2016,14,2.6390573296152584,1.75,0.5596157879354227,Infectious Diseases; Parasitology; Tropical Medicine,54,Infectious Diseases,united kingdom (great britain),1,676
MM,WW,M,M,W,W,3,2016,3,1.0986122886681098,0.375,-0.9808292530117262,Microbiology,131,Microbiology,canada,1,4344
MM,WW,M,M,W,W,2,2017,9,2.1972245773362196,1.2857142857142858,0.25131442828090617,"Physics, Fluids & Plasmas; Physics, Mathematical",34,"Physics, Fluids & Plasmas",germany,1,1303
WM,NW,W,M,N,W,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Hematology,118,Hematology,usa,1,653
WM,NN,W,M,N,N,3,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,Multidisciplinary Sciences,52,Multidisciplinary Sciences,peoples r china,0,1314
MM,WW,M,M,W,W,8,2016,5,1.6094379124341005,0.625,-0.4700036292457356,Immunology; Infectious Diseases; Microbiology,30,Immunology,usa,1,24710
MM,NN,M,M,N,N,2,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Physics, Multidisciplinary",28,"Physics, Multidisciplinary",peoples r china,0,10969
MM,NW,M,M,N,W,3,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Infectious Diseases,26,Infectious Diseases,united kingdom (great britain),1,3495
WM,WW,W,M,W,W,4,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Pharmacology & Pharmacy; Virology,58,Pharmacology & Pharmacy,usa,1,25556
MM,NN,M,M,N,N,1,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Biology; Mathematical & Computational Biology,61,Biology,peoples r china,0,2484
WW,WN,W,W,W,N,5,2016,8,2.0794415416798357,1,0,Immunology; Infectious Diseases; Microbiology,29,Immunology,usa,1,14035
WW,NW,W,W,N,W,98,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Medicine, General & Internal",32,"Medicine, General & Internal",switzerland,1,22785
MW,WW,M,W,W,W,4,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Ecology,35,Ecology,usa,1,12015
WM,WN,W,M,W,N,2,2017,7,1.9459101490553132,1,0,"Physics, Multidisciplinary",42,"Physics, Multidisciplinary",india,0,9900
WM,WN,W,M,W,N,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Infectious Diseases; Parasitology; Tropical Medicine,51,Infectious Diseases,usa,1,25983
MM,NN,M,M,N,N,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Multidisciplinary Sciences,30,Multidisciplinary Sciences,peoples r china,0,17280
WW,WW,W,W,W,W,14,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Multidisciplinary Sciences,66,Multidisciplinary Sciences,usa,1,650
MM,WN,M,M,W,N,8,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Clinical Neurology; Psychiatry; Surgery,46,Clinical Neurology,italy,1,26855
MW,NN,M,W,N,N,7,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Immunology,90,Immunology,colombia,0,27912
MM,WW,M,M,W,W,8,2017,10,2.302585092994046,1.4285714285714286,0.3566749439387324,"Physics, Multidisciplinary",46,"Physics, Multidisciplinary",switzerland,1,1299
MM,NN,M,M,N,N,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Mathematics,48,Mathematics,peoples r china,0,9894
WW,WN,W,W,W,N,9,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Multidisciplinary Sciences,52,Multidisciplinary Sciences,usa,1,24564
WM,WW,W,M,W,W,9,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Multidisciplinary Sciences,88,Multidisciplinary Sciences,usa,1,645
MM,NN,M,M,N,N,3,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,"Mathematics, Applied; Mathematics, Interdisciplinary Applications; Mechanics; Physics, Fluids & Plasmas; Physics, Mathematical",15,"Mathematics, Applied",peoples r china,0,17989
MW,NN,M,W,N,N,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Mathematics, Applied; Mathematics, Interdisciplinary Applications; Mechanics; Physics, Fluids & Plasmas; Physics, Mathematical",53,"Mathematics, Applied",peoples r china,0,11758
MM,NN,M,M,N,N,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Parasitology; Tropical Medicine,52,Parasitology,portugal,1,24790
MM,NW,M,M,N,W,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Multidisciplinary Sciences,53,Multidisciplinary Sciences,usa,1,338
MM,WW,M,M,W,W,50,2017,14,2.6390573296152584,2,0.6931471805599453,Multidisciplinary Sciences,31,Multidisciplinary Sciences,usa,1,24419
WM,WW,W,M,W,W,3,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,"Public, Environmental & Occupational Health",40,"Public, Environmental & Occupational Health",japan,0,646
WM,WW,W,M,W,W,10,2017,23,3.1354942159291497,3.2857142857142856,1.1895840668738364,"Medicine, General & Internal",148,"Medicine, General & Internal",switzerland,1,668
MM,WW,M,M,W,W,5,2017,7,1.9459101490553132,1,0,Microbiology; Parasitology; Virology,47,Microbiology,canada,1,24498
WW,WW,W,W,W,W,2,2016,2,0.6931471805599453,0.25,-1.3862943611198906,Zoology,149,Zoology,usa,1,1527
MM,NW,M,M,N,W,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Telecommunications",52,"Computer Science, Hardware & Architecture",united kingdom (great britain),1,12662
WM,NN,W,M,N,N,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Mathematics, Applied",43,"Mathematics, Applied",peoples r china,0,324
MM,WN,M,M,W,N,8,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,"Public, Environmental & Occupational Health",30,"Public, Environmental & Occupational Health",germany,1,638
WW,WW,W,W,W,W,24,2017,21,3.044522437723423,3,1.0986122886681098,Pediatrics,75,Pediatrics,usa,1,24116
MM,WW,M,M,W,W,20,2017,7,1.9459101490553132,1,0,Microbiology; Parasitology; Virology,97,Microbiology,usa,1,654
MM,WW,M,M,W,W,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Medical Laboratory Technology; Medicine, Research & Experimental; Pathology",44,Medical Laboratory Technology,usa,1,24499
WW,WW,W,W,W,W,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Medical Laboratory Technology; Medicine, Research & Experimental; Pathology",36,Medical Laboratory Technology,usa,1,25245
MM,WW,M,M,W,W,3,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,"Medical Laboratory Technology; Medicine, Research & Experimental; Pathology",34,Medical Laboratory Technology,usa,1,24130
MM,WW,M,M,W,W,25,2017,7,1.9459101490553132,1,0,Immunology,78,Immunology,usa,1,25049
MW,NW,M,W,N,W,11,2017,7,1.9459101490553132,1,0,Biochemistry & Molecular Biology; Evolutionary Biology; Genetics & Heredity,52,Biochemistry & Molecular Biology,united kingdom (great britain),1,4064
MM,WW,M,M,W,W,7,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Immunology; Infectious Diseases,38,Immunology,usa,1,24077
MM,WW,M,M,W,W,1,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,Mathematical & Computational Biology; Statistics & Probability,39,Mathematical & Computational Biology,germany,1,3470
WW,WW,W,W,W,W,8,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Obstetrics & Gynecology,60,Obstetrics & Gynecology,usa,1,639
MM,WW,M,M,W,W,6,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Evolutionary Biology,156,Evolutionary Biology,belgium,1,8647
WM,WW,W,M,W,W,8,2017,7,1.9459101490553132,1,0,Immunology; Infectious Diseases; Microbiology,16,Immunology,usa,1,24267
MM,WW,M,M,W,W,2,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Immunology; Reproductive Biology,48,Immunology,usa,1,24180
MW,WW,M,W,W,W,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Infectious Diseases,21,Infectious Diseases,germany,1,25253
MM,NN,M,M,N,N,14,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Multidisciplinary Sciences,33,Multidisciplinary Sciences,usa,1,24073
MW,WW,M,W,W,W,5,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Biology,79,Biology,canada,1,6323
WW,WW,W,W,W,W,5,2017,2,0.6931471805599453,0.2857142857142857,-1.252762968495368,Biology,70,Biology,united kingdom (great britain),1,5796
MM,WN,M,M,W,N,5,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Biology,105,Biology,usa,1,2129
MW,NW,M,W,N,W,1,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Genetics & Heredity,90,Genetics & Heredity,usa,1,24294
WM,NN,W,M,N,N,4,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Infectious Diseases,11,Infectious Diseases,brazil,0,24995
MM,NN,M,M,N,N,5,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Microbiology; Parasitology; Virology,44,Microbiology,usa,1,24415
MM,WW,M,M,W,W,5,2017,7,1.9459101490553132,1,0,Microbiology; Parasitology; Virology,45,Microbiology,usa,1,24358
WM,WW,W,M,W,W,5,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Biology,145,Biology,united kingdom (great britain),1,22782
WW,WW,W,W,W,W,5,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Biology,147,Biology,united kingdom (great britain),1,3462
WM,NN,W,M,N,N,5,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Immunology; Infectious Diseases; Microbiology,15,Immunology,brazil,0,24530
MM,WW,M,M,W,W,1,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Statistics & Probability,45,Statistics & Probability,netherlands,1,3471
MM,WW,M,M,W,W,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Multidisciplinary Sciences,37,Multidisciplinary Sciences,poland,1,17707
MM,WN,M,M,W,N,25,2016,4,1.3862943611198906,0.5,-0.6931471805599453,"Public, Environmental & Occupational Health",12,"Public, Environmental & Occupational Health",usa,1,44298
MM,WW,M,M,W,W,2,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Biology; Mathematical & Computational Biology,56,Biology,usa,1,3139
MM,WW,M,M,W,W,4,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Virology,115,Virology,usa,1,601
MM,WW,M,M,W,W,36,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Infectious Diseases,32,Infectious Diseases,france,1,610
MM,NW,M,M,N,W,5,2016,4,1.3862943611198906,0.5,-0.6931471805599453,Virology,35,Virology,usa,1,45209
MM,NW,M,M,N,W,1,2016,4,1.3862943611198906,0.5,-0.6931471805599453,"Public, Environmental & Occupational Health; Tropical Medicine",14,"Public, Environmental & Occupational Health",ecuador,0,27422
MW,NN,M,W,N,N,1,2016,5,1.6094379124341005,0.625,-0.4700036292457356,"Public, Environmental & Occupational Health; Tropical Medicine",20,"Public, Environmental & Occupational Health",brazil,0,24430
MM,NW,M,M,N,W,1,2016,5,1.6094379124341005,0.625,-0.4700036292457356,"Public, Environmental & Occupational Health; Tropical Medicine",35,"Public, Environmental & Occupational Health",usa,1,25244
WM,NW,W,M,N,W,1,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,Biology; Mathematical & Computational Biology,19,Biology,usa,1,3466
MM,WW,M,M,W,W,45,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Biochemistry & Molecular Biology; Cell Biology,73,Biochemistry & Molecular Biology,usa,1,24709
WM,NW,W,M,N,W,1,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Mathematics, Applied; Physics, Mathematical",43,"Mathematics, Applied",taiwan,0,13991
WM,NN,W,M,N,N,8,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Immunology; Infectious Diseases; Microbiology,27,Immunology,brazil,0,25448
MM,NN,M,M,N,N,7,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Ophthalmology,24,Ophthalmology,usa,1,24865
MW,WW,M,W,W,W,3,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Immunology,28,Immunology,usa,1,25360
MM,NW,M,M,N,W,1,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Biology; Mathematical & Computational Biology,57,Biology,peoples r china,0,7903
WM,NN,W,M,N,N,2,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,"Physics, Fluids & Plasmas; Physics, Mathematical",37,"Physics, Fluids & Plasmas",argentina,0,1249
MW,WW,M,W,W,W,2,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,"Physics, Fluids & Plasmas; Physics, Mathematical",44,"Physics, Fluids & Plasmas",usa,1,314
WM,WN,W,M,W,N,2,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,"Physics, Fluids & Plasmas; Physics, Mathematical",68,"Physics, Fluids & Plasmas",united kingdom (great britain),1,313
MM,WW,M,M,W,W,13,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Biochemical Research Methods,59,Biochemical Research Methods,united kingdom (great britain),1,26261
WM,WN,W,M,W,N,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Infectious Diseases; Parasitology; Tropical Medicine,47,Infectious Diseases,usa,1,25239
WM,WW,W,M,W,W,3,2017,17,2.833213344056216,2.4285714285714284,0.8873031950009027,Infectious Diseases; Parasitology; Tropical Medicine,58,Infectious Diseases,usa,1,18428
WM,NW,W,M,N,W,8,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Immunology; Infectious Diseases; Microbiology,71,Immunology,usa,1,26771
MM,WW,M,M,W,W,14,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Multidisciplinary Sciences,37,Multidisciplinary Sciences,canada,1,24964
MM,NN,M,M,N,N,5,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Mathematics, Interdisciplinary Applications; Physics, Multidisciplinary; Physics, Mathematical",26,"Mathematics, Interdisciplinary Applications",peoples r china,0,13987
MM,NN,M,M,N,N,14,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Multidisciplinary Sciences,45,Multidisciplinary Sciences,peoples r china,0,1245
WM,WW,W,M,W,W,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Ecology; Zoology,36,Ecology,usa,1,5789
MM,WW,M,M,W,W,5,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Immunology; Infectious Diseases; Microbiology,15,Immunology,usa,1,24258
MM,WW,M,M,W,W,50,2017,11,2.3978952727983707,1.5714285714285714,0.4519851237430572,Multidisciplinary Sciences,79,Multidisciplinary Sciences,usa,1,5790
MM,NW,M,M,N,W,50,2017,26,3.258096538021482,3.7142857142857144,1.312186388966169,Multidisciplinary Sciences,62,Multidisciplinary Sciences,united kingdom (great britain),1,4054
MW,WW,M,W,W,W,50,2017,14,2.6390573296152584,2,0.6931471805599453,Multidisciplinary Sciences,67,Multidisciplinary Sciences,usa,1,24079
WW,WW,W,W,W,W,25,2017,13,2.5649493574615367,1.8571428571428572,0.6190392084062235,"Public, Environmental & Occupational Health",10,"Public, Environmental & Occupational Health",usa,1,24426
MM,WW,M,M,W,W,2,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,"Physics, Multidisciplinary; Physics, Mathematical",169,"Physics, Multidisciplinary",israel,1,310
MM,WW,M,M,W,W,4,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,"Automation & Control Systems; Computer Science, Information Systems",35,Automation & Control Systems,usa,1,13983
WM,NW,W,M,N,W,6,2017,3,1.0986122886681098,0.42857142857142855,-0.8472978603872037,Biology,50,Biology,usa,1,8706
MM,NN,M,M,N,N,2,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Immunology; Neurosciences,292,Immunology,usa,1,577
MM,WW,M,M,W,W,1,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,"Computer Science, Information Systems; Information Science & Library Science",34,"Computer Science, Information Systems",iran,0,16915
WW,WW,W,W,W,W,3,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Infectious Diseases; Parasitology; Tropical Medicine,31,Infectious Diseases,switzerland,1,49554
WW,NN,W,W,N,N,6,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Virology,12,Virology,brazil,0,24826
WM,WN,W,M,W,N,69,2017,20,2.995732273553991,2.857142857142857,1.0498221244986776,Microbiology,119,Microbiology,usa,1,1510
MM,WN,M,M,W,N,7,2017,4,1.3862943611198906,0.5714285714285714,-0.5596157879354228,Immunology; Infectious Diseases,50,Immunology,usa,1,27158
MM,NN,M,M,N,N,20,2017,8,2.0794415416798357,1.1428571428571428,0.13353139262452257,Microbiology,50,Microbiology,usa,1,24255
MM,WW,M,M,W,W,23,2017,66,4.189654742026425,9.428571428571429,2.243744592971112,"Physics, Multidisciplinary",290,"Physics, Multidisciplinary",slovenia,1,320
MM,NN,M,M,N,N,23,2017,12,2.4849066497880004,1.7142857142857142,0.5389965007326869,"Physics, Multidisciplinary",326,"Physics, Multidisciplinary",peoples r china,0,318
WM,NW,W,M,N,W,9,2017,6,1.791759469228055,0.8571428571428571,-0.15415067982725836,Multidisciplinary Sciences,32,Multidisciplinary Sciences,nicaragua,0,24898
MM,WN,M,M,W,N,2,2017,1,0,0.14285714285714285,-1.9459101490553137,"Physics, Multidisciplinary",33,"Physics, Multidisciplinary",iran,0,10938
MW,WW,M,W,W,W,7,2017,5,1.6094379124341005,0.7142857142857143,-0.3364722366212129,Ecology,79,Ecology,usa,1,11989
WM,NN,W,M,N,N,3,2017,7,1.9459101490553132,1,0,Multidisciplinary Sciences,39,Multidisciplinary Sciences,peoples r china,0,3447
MW,NN,M,W,N,N,1,2017,2,0.6931471805599453,0.2857142857142857,-1.252762968495368,"Mathematics, Applied",27,"Mathematics, Applied",peoples r china,0,167000
MM,NW,M,M,N,W,9,2017,9,2.1972245773362196,1.2857142857142858,0.25131442828090617,Multidisciplinary Sciences,39,Multidisciplinary Sciences,spain,1,10937
