WoS Source UT,WoS Citing UT,WoS Times Cited
WOS:000652171800001,WOS:000789830600007,2
WOS:000652171800001,WOS:000790425800001,9
WOS:000652171800001,WOS:000789068500001,1
WOS:000652171800001,WOS:000788857800001,23
WOS:000652171800001,WOS:000787318200006,
WOS:000652171800001,WOS:000784298600001,
WOS:000652171800001,WOS:000783165900051,
WOS:000652171800001,WOS:000777838300007,17
WOS:000652171800001,WOS:000785367900001,1
WOS:000652171800001,WOS:000786015800001,5
WOS:000652171800001,WOS:000783837200001,6
WOS:000652171800001,WOS:000786242800001,2
WOS:000652171800001,WOS:000784729800001,3
WOS:000652171800001,WOS:000713697800013,37
WOS:000652171800001,WOS:000782848700001,
WOS:000652171800001,WOS:000781200200002,
WOS:000652171800001,WOS:000779285100001,2
WOS:000652171800001,WOS:000779023300001,10
WOS:000652171800001,WOS:000777368400001,4
WOS:000652171800001,WOS:000776002200023,5
WOS:000652171800001,WOS:000775935200001,4
WOS:000652171800001,WOS:000777663500001,
WOS:000652171800001,WOS:000775226500004,4
WOS:000652171800001,WOS:000778422500001,6
WOS:000652171800001,WOS:000773909100005,
WOS:000652171800001,WOS:000767550600001,12
WOS:000652171800001,WOS:000772174600001,11
WOS:000652171800001,WOS:000766655000003,22
WOS:000652171800001,WOS:000769885200002,3
WOS:000652171800001,WOS:000769844500001,5
WOS:000652171800001,WOS:000766569000001,10
WOS:000652171800001,WOS:000768864900001,4
WOS:000652171800001,WOS:000768483700002,
WOS:000652171800001,WOS:000770669500001,6
WOS:000652171800001,WOS:000766687600001,49
WOS:000652171800001,WOS:000767351300006,7
WOS:000652171800001,WOS:000769992700001,16
WOS:000652171800001,WOS:000766687900015,1
WOS:000652171800001,WOS:000766783400006,
WOS:000652171800001,WOS:000767346700011,6
WOS:000652171800001,WOS:000767665000001,8
WOS:000652171800001,WOS:000767220200001,5
WOS:000652171800001,WOS:000763211100001,5
WOS:000652171800001,WOS:000761458900002,9
WOS:000652171800001,WOS:000761854600002,7
WOS:000652171800001,WOS:000761961800001,
WOS:000652171800001,WOS:000761513300001,
WOS:000652171800001,WOS:000756897900033,10
WOS:000652171800001,WOS:000753050300006,5
WOS:000652171800001,WOS:000753050300001,1
WOS:000652171800001,WOS:000743311000004,57
WOS:000652171800001,WOS:000755247000022,
WOS:000652171800001,WOS:000757622000001,2
WOS:000652171800001,WOS:000756038800002,14
WOS:000652171800001,WOS:000754548800003,29
WOS:000652171800001,WOS:000744158500005,85
WOS:000652171800001,WOS:000753617500031,25
WOS:000652171800001,WOS:000755681200011,2
WOS:000652171800001,WOS:000754464900001,6
WOS:000652171800001,WOS:000753515500019,69
WOS:000652171800001,WOS:000756890200001,55
WOS:000652171800001,WOS:000750871100025,199
WOS:000652171800001,WOS:000752184200003,293
WOS:000652171800001,WOS:000752054700002,10
WOS:000652171800001,WOS:000750189100009,
WOS:000652171800001,WOS:000746999200002,2
WOS:000652171800001,WOS:000685264900053,43
WOS:000652171800001,WOS:000749438000003,105
WOS:000652171800001,WOS:000742514300034,8
WOS:000652171800001,WOS:000743525200011,38
WOS:000652171800001,WOS:000746190500002,1
WOS:000652171800001,WOS:000744278700001,6
WOS:000652171800001,WOS:000745736000002,6
WOS:000652171800001,WOS:000743145900005,15
WOS:000652171800001,WOS:000742363900002,40
WOS:000652171800001,WOS:000742925900003,5
WOS:000652171800001,WOS:000740895500001,1
WOS:000652171800001,WOS:000740489500001,14
WOS:000652171800001,WOS:000730267700005,39
WOS:000652171800001,WOS:000735573800003,2
WOS:000652171800001,WOS:000735206800012,7
WOS:000652171800001,WOS:000734873700007,11
WOS:000652171800001,WOS:000734821500001,
WOS:000652171800001,WOS:000734711600001,17
WOS:000652171800001,WOS:000731732800011,54
WOS:000652171800001,WOS:000730044000001,17
WOS:000652171800001,WOS:000730332700005,18
WOS:000652171800001,WOS:000729806800018,3
WOS:000652171800001,WOS:000730721800001,2
WOS:000652171800001,WOS:000729858800006,8
WOS:000652171800001,WOS:000730154200009,3
WOS:000652171800001,WOS:000728400900001,
WOS:000652171800001,WOS:000691266400024,605
WOS:000652171800001,WOS:000728515700001,27
WOS:000652171800001,WOS:000725510900003,11
WOS:000652171800001,WOS:000726225500001,4
WOS:000652171800001,WOS:000725544100001,8
WOS:000652171800001,WOS:000725588100001,9
WOS:000652171800001,WOS:000725632200005,17
WOS:000652171800001,WOS:000718060500004,53
WOS:000652171800001,WOS:000724263300001,32
WOS:000652171800001,WOS:000724092700001,4
WOS:000652171800001,WOS:000700007100001,39
WOS:000652171800001,WOS:000721293000002,5
WOS:000652171800001,WOS:000720912600028,1
WOS:000652171800001,WOS:000720833200002,2
WOS:000652171800001,WOS:000720504600006,12
WOS:000652171800001,WOS:000717594900031,30
WOS:000652171800001,WOS:000718986800004,22
WOS:000652171800001,WOS:000717727800001,86
WOS:000652171800001,WOS:000714554400013,23
WOS:000652171800001,WOS:000711835300005,40
WOS:000652171800001,WOS:000714874900001,2
WOS:000652171800001,WOS:000715767600001,8
WOS:000652171800001,WOS:000712462100010,
WOS:000652171800001,WOS:000712561100003,
WOS:000652171800001,WOS:000713303700001,4
WOS:000652171800001,WOS:000711735400001,15
WOS:000652171800001,WOS:000709316000002,
WOS:000652171800001,WOS:000709429200012,17
WOS:000652171800001,WOS:000707431000002,222
WOS:000652171800001,WOS:000703436400001,2
WOS:000652171800001,WOS:000703701500008,11
WOS:000652171800001,WOS:000700783300001,1
WOS:000652171800001,WOS:000703318600001,1
WOS:000652171800001,WOS:000702672900001,
WOS:000652171800001,WOS:000701787000016,84
WOS:000652171800001,WOS:000698520900001,
WOS:000652171800001,WOS:000699376000001,6
WOS:000652171800001,WOS:000699543400001,1
WOS:000652171800001,WOS:000696800900019,1
WOS:000652171800001,WOS:000697315900001,3
WOS:000652171800001,WOS:000698085000001,5
WOS:000652171800001,WOS:000696609700007,50
WOS:000652171800001,WOS:000695653800029,13
WOS:000652171800001,WOS:000695317600002,1
WOS:000652171800001,WOS:000694562300001,22
WOS:000652171800001,WOS:000695230200001,21
WOS:000652171800001,WOS:000694650200001,14
WOS:000652171800001,WOS:000694394200001,1
WOS:000652171800001,WOS:000694931500001,8
WOS:000652171800001,WOS:000691773200038,17
WOS:000652171800001,WOS:000692221700001,25
WOS:000652171800001,WOS:000692493600001,10
WOS:000652171800001,WOS:000691720600025,
WOS:000652171800001,WOS:000690725300003,4
WOS:000652171800001,WOS:000689728100024,61
WOS:000652171800001,WOS:000688508100004,
WOS:000652171800001,WOS:000688828100001,17
WOS:000652171800001,WOS:000689712800024,297
WOS:000652171800001,WOS:000687495500001,3
WOS:000652171800001,WOS:000684841100007,24
WOS:000652171800001,WOS:000684357100001,50
WOS:000652171800001,WOS:000684563400001,1
WOS:000652171800001,WOS:000681391000002,2
WOS:000652171800001,WOS:000683827200002,2
WOS:000652171800001,WOS:000682951000002,6
WOS:000652171800001,WOS:000662105500011,30
WOS:000652171800001,WOS:000680795700004,9
WOS:000652171800001,WOS:000674302200013,74
WOS:000652171800001,WOS:000676355500001,3
WOS:000652171800001,WOS:000675178900001,11
WOS:000652171800001,WOS:000673637800001,55
WOS:000652171800001,WOS:000671168700005,1
WOS:000652171800001,WOS:000668054300001,29
WOS:000652171800001,WOS:000666159300001,4
WOS:000652171800001,WOS:000667454200006,3
WOS:000652171800001,WOS:000664279700001,13
WOS:000652171800001,WOS:000662211900001,13
WOS:000652171800001,WOS:000659507700001,34
WOS:000652171800001,WOS:000655594700003,5
WOS:000652171800001,WOS:000836966000001,
